INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172000206,00371,Robbery,ROBBERY - HOME INVASION,D4,273,,2017-01-01 17:31:00,2017,1,Sunday,17,Part One,LENOX ST,42.33672434,-71.08122724,"(42.33672434, -71.08122724)"
I172000088,00361,Robbery,ROBBERY - OTHER,A15,49,,2017-01-01 04:39:00,2017,1,Sunday,4,Part One,SULLIVAN SQ,42.38409811,-71.07398964,"(42.38409811, -71.07398964)"
I172000082,00311,Robbery,ROBBERY - COMMERCIAL,E18,520,,2017-01-01 04:38:00,2017,1,Sunday,4,Part One,HYDE PARK AVE,42.25843909,-71.12348834,"(42.25843909, -71.12348834)"
I162106423,00311,Robbery,ROBBERY - COMMERCIAL,E13,608,,2016-12-31 18:37:00,2016,12,Saturday,18,Part One,HUNTINGTON AVE,42.33186291,-71.1123942,"(42.33186291, -71.11239420)"
I162106377,00301,Robbery,ROBBERY - STREET,C11,450,,2016-12-31 16:06:00,2016,12,Saturday,16,Part One,WASHINGTON ST,42.29131613,-71.07170293,"(42.29131613, -71.07170293)"
I162106280,00361,Robbery,ROBBERY - OTHER,D4,594,,2016-12-31 06:28:00,2016,12,Saturday,6,Part One,HUNTINGTON AVE,42.3420185,-71.08566213,"(42.34201850, -71.08566213)"
I162106220,00301,Robbery,ROBBERY - STREET,B3,456,,2016-12-30 23:30:00,2016,12,Friday,23,Part One,HARLEM ST,42.30021684,-71.0809794,"(42.30021684, -71.08097940)"
I162106203,00301,Robbery,ROBBERY - STREET,B3,428,,2016-12-30 19:30:00,2016,12,Friday,19,Part One,MORTON ST,42.28329074,-71.08916307,"(42.28329074, -71.08916307)"
I162106142,00311,Robbery,ROBBERY - COMMERCIAL,C11,336,,2016-12-30 15:55:00,2016,12,Friday,15,Part One,BOWDOIN ST,42.30573977,-71.06762362,"(42.30573977, -71.06762362)"
I162105924,00301,Robbery,ROBBERY - STREET,A1,124,,2016-12-29 19:32:00,2016,12,Thursday,19,Part One,HARRISON AVE,42.34780605,-71.06264722,"(42.34780605, -71.06264722)"
I162105792,00351,Robbery,ROBBERY - BANK,D4,619,,2016-12-29 13:19:00,2016,12,Thursday,13,Part One,HUNTINGTON AVE,42.34162576,-71.08643481,"(42.34162576, -71.08643481)"
I162105665,00301,Robbery,ROBBERY - STREET,D4, ,,2016-12-28 23:18:00,2016,12,Wednesday,23,Part One,HARRISON AVE,,,"(0.00000000, 0.00000000)"
I162104616,00351,Robbery,ROBBERY - BANK,A1,88,,2016-12-24 11:12:00,2016,12,Saturday,11,Part One,HANOVER ST,42.36416781,-71.05407041,"(42.36416781, -71.05407041)"
I162105433,00301,Robbery,ROBBERY - STREET,C11,347,,2016-12-28 01:43:00,2016,12,Wednesday,1,Part One,LEEDSVILLE ST,42.30492795,-71.05979933,"(42.30492795, -71.05979933)"
I162105359,00311,Robbery,ROBBERY - COMMERCIAL,B3,457,,2016-12-27 17:59:00,2016,12,Tuesday,17,Part One,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I162105321,00361,Robbery,ROBBERY - OTHER,E13,916,,2016-12-25 02:30:00,2016,12,Sunday,2,Part One,BICKFORD ST,42.32483301,-71.10164757,"(42.32483301, -71.10164757)"
I162105276,00301,Robbery,ROBBERY - STREET,A1,121,,2016-12-25 02:00:00,2016,12,Sunday,2,Part One,WARRENTON ST,42.35066174,-71.06602232,"(42.35066174, -71.06602232)"
I162105226,00371,Robbery,ROBBERY - HOME INVASION,B2,920,,2016-12-25 11:00:00,2016,12,Sunday,11,Part One,ELM HILL AVE,42.30801734,-71.08870712,"(42.30801734, -71.08870712)"
I162105152,00311,Robbery,ROBBERY - COMMERCIAL,C11,365,,2016-12-27 07:20:00,2016,12,Tuesday,7,Part One,DORCHESTER AVE,42.2908347,-71.06288798,"(42.29083470, -71.06288798)"
I162105103,00301,Robbery,ROBBERY - STREET,B2,258,,2016-12-26 22:17:00,2016,12,Monday,22,Part One,COLUMBIA RD,42.315969,-71.066253,"(42.31596900, -71.06625300)"
I162105084,00301,Robbery,ROBBERY - STREET,A1,116,,2016-12-26 20:27:00,2016,12,Monday,20,Part One,HARRISON AVE,42.35115526,-71.06130589,"(42.35115526, -71.06130589)"
I162105071,00301,Robbery,ROBBERY - STREET,C11,361,,2016-12-26 18:57:00,2016,12,Monday,18,Part One,CENTRE ST,42.29220019,-71.06503981,"(42.29220019, -71.06503981)"
I162105032,00301,Robbery,ROBBERY - STREET,B2,329,,2016-12-26 16:34:00,2016,12,Monday,16,Part One,BILODEAU RD,42.30714853,-71.08234796,"(42.30714853, -71.08234796)"
I162105008,00361,Robbery,ROBBERY - OTHER,B2,279,,2016-12-26 01:30:00,2016,12,Monday,1,Part One,DUDLEY ST,42.32851131,-71.07962259,"(42.32851131, -71.07962259)"
I162104879,00311,Robbery,ROBBERY - COMMERCIAL,B3,458,,2016-12-25 18:28:00,2016,12,Sunday,18,Part One,BLUE HILL AVE,42.30238881,-71.08539388,"(42.30238881, -71.08539388)"
I162104724,00301,Robbery,ROBBERY - STREET,B2,326,,2016-12-24 20:27:00,2016,12,Saturday,20,Part One,LAWRENCE AVE,42.31286677,-71.07841587,"(42.31286677, -71.07841587)"
I162104678,00301,Robbery,ROBBERY - STREET,B3,442,,2016-12-24 15:51:00,2016,12,Saturday,15,Part One,KERWIN ST,42.29356132,-71.08129517,"(42.29356132, -71.08129517)"
I162104670,00301,Robbery,ROBBERY - STREET,B3,472,,2016-12-24 02:45:00,2016,12,Saturday,2,Part One,WOODHAVEN ST,42.27282972,-71.09560402,"(42.27282972, -71.09560402)"
I162104520,00311,Robbery,ROBBERY - COMMERCIAL,D4,170,,2016-12-23 20:39:00,2016,12,Friday,20,Part One,HARRISON AVE,42.33581733,-71.07404383,"(42.33581733, -71.07404383)"
I162104491,00301,Robbery,ROBBERY - STREET,C11, ,,2016-12-23 18:51:00,2016,12,Friday,18,Part One,,,,"(0.00000000, 0.00000000)"
I162104480,00301,Robbery,ROBBERY - STREET,A1,113,,2016-12-23 17:40:00,2016,12,Friday,17,Part One,KINGSTON ST,42.35370585,-71.05898587,"(42.35370585, -71.05898587)"
I162104444,00351,Robbery,ROBBERY - BANK,D4,164,,2016-12-23 16:07:00,2016,12,Friday,16,Part One,WASHINGTON ST,42.34175462,-71.0685477,"(42.34175462, -71.06854770)"
I162104384,00351,Robbery,ROBBERY - BANK,A1,117,,2016-12-23 13:13:00,2016,12,Friday,13,Part One,STUART ST,42.35103105,-71.06373331,"(42.35103105, -71.06373331)"
I162104340,00351,Robbery,ROBBERY - BANK,A7,22,,2016-12-23 10:16:00,2016,12,Friday,10,Part One,BENNINGTON ST,42.37546983,-71.03730221,"(42.37546983, -71.03730221)"
I162104294,00301,Robbery,ROBBERY - STREET,C6,177,,2016-12-23 02:16:00,2016,12,Friday,2,Part One,MASSACHUSETTS AVE,42.32980081,-71.06939695,"(42.32980081, -71.06939695)"
I162104274,00311,Robbery,ROBBERY - COMMERCIAL,C6,188,,2016-12-22 23:32:00,2016,12,Thursday,23,Part One,BOSTON ST,42.32077172,-71.0612999,"(42.32077172, -71.06129990)"
I162104259,00301,Robbery,ROBBERY - STREET,A1,120,,2016-12-22 22:41:00,2016,12,Thursday,22,Part One,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I162104248,00301,Robbery,ROBBERY - STREET,A1,120,,2016-12-22 21:02:00,2016,12,Thursday,21,Part One,BOYLSTON ST,42.35241815,-71.06525499,"(42.35241815, -71.06525499)"
I162104247,00301,Robbery,ROBBERY - STREET,C11,959,,2016-12-22 20:00:00,2016,12,Thursday,20,Part One,DORCHESTER AVE,42.28624029,-71.06416775,"(42.28624029, -71.06416775)"
I162104232,00361,Robbery,ROBBERY - OTHER,B2,326,,2016-12-22 19:22:00,2016,12,Thursday,19,Part One,BLUE HILL AVE,42.31335397,-71.07961067,"(42.31335397, -71.07961067)"
I162104229,00311,Robbery,ROBBERY - COMMERCIAL,C6,214,,2016-12-22 19:19:00,2016,12,Thursday,19,Part One,W FIFTH ST,42.33499037,-71.04854467,"(42.33499037, -71.04854467)"
I162104190,00301,Robbery,ROBBERY - STREET,B2,328,,2016-12-22 17:31:00,2016,12,Thursday,17,Part One,INTERVALE ST,42.30984689,-71.0756633,"(42.30984689, -71.07566330)"
I162104148,00351,Robbery,ROBBERY - BANK,A1,98,,2016-12-22 15:17:00,2016,12,Thursday,15,Part One,MILK ST,42.35673302,-71.05755938,"(42.35673302, -71.05755938)"
I162104101,00311,Robbery,ROBBERY - COMMERCIAL,D4,151,,2016-12-22 11:19:00,2016,12,Thursday,11,Part One,BERKELEY ST,42.34682759,-71.07088281,"(42.34682759, -71.07088281)"
I162104092,00351,Robbery,ROBBERY - BANK,A1,113,,2016-12-22 12:28:00,2016,12,Thursday,12,Part One,WAVERLY PL,42.35239667,-71.05665492,"(42.35239667, -71.05665492)"
I162103947,00301,Robbery,ROBBERY - STREET,B3,431,,2016-12-21 21:22:00,2016,12,Wednesday,21,Part One,ARBUTUS ST,42.28783269,-71.09016904,"(42.28783269, -71.09016904)"
I162103941,00301,Robbery,ROBBERY - STREET,B2,309,,2016-12-21 18:30:00,2016,12,Wednesday,18,Part One,CATAWBA ST,42.32004542,-71.08408182,"(42.32004542, -71.08408182)"
I162103914,00301,Robbery,ROBBERY - STREET,D4, ,,2016-12-21 19:23:00,2016,12,Wednesday,19,Part One,,,,"(0.00000000, 0.00000000)"
I162103905,00301,Robbery,ROBBERY - STREET,C6,186,,2016-12-21 18:37:00,2016,12,Wednesday,18,Part One,ALLSTATE RD,42.330729,-71.063163,"(42.33072900, -71.06316300)"
I162103814,00301,Robbery,ROBBERY - STREET,B2,317,,2016-12-21 13:58:00,2016,12,Wednesday,13,Part One,HUMBOLDT AVE,42.31283412,-71.08974712,"(42.31283412, -71.08974712)"
I162103748,00351,Robbery,ROBBERY - BANK,A1,94,,2016-12-21 10:13:00,2016,12,Wednesday,10,Part One,STATE ST,42.35923021,-71.0544659,"(42.35923021, -71.05446590)"
I162103708,00371,Robbery,ROBBERY - HOME INVASION,C11,365,,2016-12-21 01:36:00,2016,12,Wednesday,1,Part One,SEMONT RD,42.29089749,-71.06156671,"(42.29089749, -71.06156671)"
I162103672,00311,Robbery,ROBBERY - COMMERCIAL,B2,315,,2016-12-20 21:25:00,2016,12,Tuesday,21,Part One,HUMBOLDT AVE,42.31521134,-71.08783592,"(42.31521134, -71.08783592)"
I162103617,00301,Robbery,ROBBERY - STREET,B3,429,,2016-12-20 17:27:00,2016,12,Tuesday,17,Part One,HILDRETH ST,42.2831323,-71.0872187,"(42.28313230, -71.08721870)"
I162103394,00301,Robbery,ROBBERY - STREET,A1,92,,2016-12-19 20:55:00,2016,12,Monday,20,Part One,CAMBRIDGE ST,42.359254,-71.059477,"(42.35925400, -71.05947700)"
I162103375,00361,Robbery,ROBBERY - OTHER,A1,102,,2016-12-19 19:50:00,2016,12,Monday,19,Part One,TREMONT ST,42.35637531,-71.06213513,"(42.35637531, -71.06213513)"
I162103289,00301,Robbery,ROBBERY - STREET,E13,583,,2016-12-19 15:46:00,2016,12,Monday,15,Part One,GAY HEAD ST,42.32474095,-71.1049185,"(42.32474095, -71.10491850)"
I162103222,00351,Robbery,ROBBERY - BANK,C6,191,,2016-12-19 12:44:00,2016,12,Monday,12,Part One,SOUTHAMPTON ST,42.32962107,-71.05763827,"(42.32962107, -71.05763827)"
I162103186,00351,Robbery,ROBBERY - BANK,A1,98,,2016-12-19 11:19:00,2016,12,Monday,11,Part One,MILK ST,42.35673302,-71.05755938,"(42.35673302, -71.05755938)"
I162103085,00311,Robbery,ROBBERY - COMMERCIAL,D4,285,,2016-12-18 22:01:00,2016,12,Sunday,22,Part One,TREMONT ST,42.33723047,-71.08414231,"(42.33723047, -71.08414231)"
I162103082,00301,Robbery,ROBBERY - STREET,A7,32,,2016-12-18 20:10:00,2016,12,Sunday,20,Part One,PORTER ST,42.37037238,-71.03144802,"(42.37037238, -71.03144802)"
I162103071,00301,Robbery,ROBBERY - STREET,B2,326,,2016-12-18 22:30:00,2016,12,Sunday,22,Part One,BRUNSWICK ST,42.31089986,-71.08007661,"(42.31089986, -71.08007661)"
I162103066,00311,Robbery,ROBBERY - COMMERCIAL,D4,170,,2016-12-18 20:43:00,2016,12,Sunday,20,Part One,HARRISON AVE,42.33581733,-71.07404383,"(42.33581733, -71.07404383)"
I162103037,00301,Robbery,ROBBERY - STREET,D4,619,,2016-12-17 14:20:00,2016,12,Saturday,14,Part One,WESTLAND AVE,42.34376458,-71.08866865,"(42.34376458, -71.08866865)"
I162103030,00301,Robbery,ROBBERY - STREET,B3,458,,2016-12-18 17:50:00,2016,12,Sunday,17,Part One,WOLCOTT ST,42.30273607,-71.08248544,"(42.30273607, -71.08248544)"
I162102933,00311,Robbery,ROBBERY - COMMERCIAL,B3,428,,2016-12-18 12:06:00,2016,12,Sunday,12,Part One,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)"
I162102914,00301,Robbery,ROBBERY - STREET,C6,214,,2016-12-18 01:26:00,2016,12,Sunday,1,Part One,W BROADWAY,42.336112,-71.04665434,"(42.33611200, -71.04665434)"
I162102894,00311,Robbery,ROBBERY - COMMERCIAL,D4,179,,2016-12-18 07:45:00,2016,12,Sunday,7,Part One,MELNEA CASS BLVD,42.33182961,-71.07347274,"(42.33182961, -71.07347274)"
I162102875,00301,Robbery,ROBBERY - STREET,B3,458,,2016-12-18 02:20:00,2016,12,Sunday,2,Part One,ELLINGTON ST,42.30258109,-71.08476629,"(42.30258109, -71.08476629)"
I162102831,00311,Robbery,ROBBERY - COMMERCIAL,C11,398,,2016-12-17 21:49:00,2016,12,Saturday,21,Part One,WASHINGTON ST,42.28873871,-71.07112627,"(42.28873871, -71.07112627)"
I162102782,00301,Robbery,ROBBERY - STREET,B3,458,,2016-12-17 14:39:00,2016,12,Saturday,14,Part One,WOLCOTT ST,42.30273607,-71.08248544,"(42.30273607, -71.08248544)"
I162102759,00301,Robbery,ROBBERY - STREET,D4,138,,2016-12-17 16:57:00,2016,12,Saturday,16,Part One,BOYLSTON ST,42.34980175,-71.07840978,"(42.34980175, -71.07840978)"
I162102747,00301,Robbery,ROBBERY - STREET,E18,543,,2016-12-17 16:25:00,2016,12,Saturday,16,Part One,LINWOOD ST,42.2554684,-71.12637741,"(42.25546840, -71.12637741)"
I162102729,00301,Robbery,ROBBERY - STREET,D4,137,,2016-12-17 14:26:00,2016,12,Saturday,14,Part One,COMMONWEALTH AVE,42.35049805,-71.08259383,"(42.35049805, -71.08259383)"
I162102680,00301,Robbery,ROBBERY - STREET,C11,334,,2016-12-17 11:36:00,2016,12,Saturday,11,Part One,HENDRY ST,42.30945933,-71.06514623,"(42.30945933, -71.06514623)"
I162102635,00301,Robbery,ROBBERY - STREET,C6,175,,2016-12-17 07:58:00,2016,12,Saturday,7,Part One,TOPEKA ST,42.33280882,-71.06729226,"(42.33280882, -71.06729226)"
I162102577,00301,Robbery,ROBBERY - STREET,A1,101,,2016-12-16 23:46:00,2016,12,Friday,23,Part One,COMMERCIAL ST,42.35932308,-71.05356026,"(42.35932308, -71.05356026)"
I162102318,00301,Robbery,ROBBERY - STREET,B3,944,,2016-12-16 00:12:00,2016,12,Friday,0,Part One,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)"
I162101996,00301,Robbery,ROBBERY - STREET,A7,23,,2016-12-14 23:30:00,2016,12,Wednesday,23,Part One,CENTRAL SQ,42.37505251,-71.03883891,"(42.37505251, -71.03883891)"
I162101842,00301,Robbery,ROBBERY - STREET,D14,784,,2016-12-14 12:33:00,2016,12,Wednesday,12,Part One,MONASTERY RD,42.34610424,-71.14626953,"(42.34610424, -71.14626953)"
I162101760,00301,Robbery,ROBBERY - STREET,D4,150,,2016-12-14 10:09:00,2016,12,Wednesday,10,Part One,WARREN AVE,42.34453911,-71.0735877,"(42.34453911, -71.07358770)"
I162101718,00301,Robbery,ROBBERY - STREET,A1,103,,2016-12-14 01:22:00,2016,12,Wednesday,1,Part One,BROMFIELD ST,42.35672129,-71.06022279,"(42.35672129, -71.06022279)"
I162101714,00361,Robbery,ROBBERY - OTHER,B2,331,,2016-12-13 23:39:00,2016,12,Tuesday,23,Part One,BIRD ST,42.31362006,-71.06994523,"(42.31362006, -71.06994523)"
I162101612,00301,Robbery,ROBBERY - STREET,C11,254,,2016-12-10 22:25:00,2016,12,Saturday,22,Part One,DEWAR ST,42.30995208,-71.05788994,"(42.30995208, -71.05788994)"
I162101516,00301,Robbery,ROBBERY - STREET,C11,403,,2016-12-13 00:05:00,2016,12,Tuesday,0,Part One,WASHINGTON ST,42.28164735,-71.07111848,"(42.28164735, -71.07111848)"
I162101453,00301,Robbery,ROBBERY - STREET,C11,334,,2016-12-13 07:18:00,2016,12,Tuesday,7,Part One,BOWDOIN ST,42.310714,-71.062444,"(42.31071400, -71.06244400)"
I162101404,00301,Robbery,ROBBERY - STREET,C11,350,,2016-12-13 01:26:00,2016,12,Tuesday,1,Part One,GREENWICH ST,42.30348022,-71.05842644,"(42.30348022, -71.05842644)"
I162101388,00301,Robbery,ROBBERY - STREET,D4,626,,2016-12-12 22:48:00,2016,12,Monday,22,Part One,KILMARNOCK ST,42.34268073,-71.09937714,"(42.34268073, -71.09937714)"
I162101383,00301,Robbery,ROBBERY - STREET,B2,328,,2016-12-12 21:19:00,2016,12,Monday,21,Part One,NORMANDY ST,42.31130246,-71.07824138,"(42.31130246, -71.07824138)"
I162101382,00301,Robbery,ROBBERY - STREET,D4,617,,2016-12-12 20:39:00,2016,12,Monday,20,Part One,FENWAY,42.3401584,-71.09544655,"(42.34015840, -71.09544655)"
I162101371,00301,Robbery,ROBBERY - STREET,E13,303,,2016-12-12 21:55:00,2016,12,Monday,21,Part One,W WALNUT PARK,42.31819906,-71.10008709,"(42.31819906, -71.10008709)"
I162101369,00301,Robbery,ROBBERY - STREET,E13,509,,2016-12-12 21:49:00,2016,12,Monday,21,Part One,TOWER ST,42.29906325,-71.11183411,"(42.29906325, -71.11183411)"
I162101166,00371,Robbery,ROBBERY - HOME INVASION,B2,293,,2016-12-11 22:00:00,2016,12,Sunday,22,Part One,LAMBERT AVE,42.32629939,-71.09139284,"(42.32629939, -71.09139284)"
I162101113,00361,Robbery,ROBBERY - OTHER,B2,183,,2016-12-12 06:03:00,2016,12,Monday,6,Part One,DUDLEY ST,42.32104169,-71.07215291,"(42.32104169, -71.07215291)"
I162101090,00301,Robbery,ROBBERY - STREET,C11,401,,2016-12-11 23:25:00,2016,12,Sunday,23,Part One,WELLES AVE,42.28888192,-71.06769355,"(42.28888192, -71.06769355)"
I162101084,00301,Robbery,ROBBERY - STREET,B3,432,,2016-12-11 22:51:00,2016,12,Sunday,22,Part One,WOODROW AVE,42.28712049,-71.08421139,"(42.28712049, -71.08421139)"
I162101082,00301,Robbery,ROBBERY - STREET,B2,329,,2016-12-11 22:05:00,2016,12,Sunday,22,Part One,DEVON ST,42.3092779,-71.07868791,"(42.30927790, -71.07868791)"
I162101080,00361,Robbery,ROBBERY - OTHER,B2,326,,2016-12-11 22:23:00,2016,12,Sunday,22,Part One,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
I162101064,00361,Robbery,ROBBERY - OTHER,E18,495,,2016-12-11 21:42:00,2016,12,Sunday,21,Part One,HYDE PARK AVE,42.26496475,-71.12123167,"(42.26496475, -71.12123167)"
I162101064,00301,Robbery,ROBBERY - STREET,E18,495,,2016-12-11 21:42:00,2016,12,Sunday,21,Part One,HYDE PARK AVE,42.26496475,-71.12123167,"(42.26496475, -71.12123167)"
I162101061,00301,Robbery,ROBBERY - STREET,B3,417,,2016-12-11 21:09:00,2016,12,Sunday,21,Part One,ROCKWELL ST,42.28339069,-71.07388628,"(42.28339069, -71.07388628)"
I162101051,00301,Robbery,ROBBERY - STREET,B3,432,,2016-12-11 20:09:00,2016,12,Sunday,20,Part One,BOYDEN ST,42.28826211,-71.08140835,"(42.28826211, -71.08140835)"
I162100976,00361,Robbery,ROBBERY - OTHER,C11,344,,2015-12-22 22:00:00,2015,12,Tuesday,22,Part One,WESTVILLE ST,42.30044505,-71.06958552,"(42.30044505, -71.06958552)"
I162100947,00301,Robbery,ROBBERY - STREET,A1,94,,2016-12-11 02:00:00,2016,12,Sunday,2,Part One,CLINTON ST,42.36067984,-71.05482325,"(42.36067984, -71.05482325)"
I162100893,00301,Robbery,ROBBERY - STREET,A1, ,,2016-12-11 06:36:00,2016,12,Sunday,6,Part One,,,,"(0.00000000, 0.00000000)"
I162100881,00301,Robbery,ROBBERY - STREET,A1,116,,2016-12-08 02:00:00,2016,12,Thursday,2,Part One,EDINBORO ST,42.35207238,-71.05975342,"(42.35207238, -71.05975342)"
I162100614,00301,Robbery,ROBBERY - STREET,D14,794,,2016-12-10 01:27:00,2016,12,Saturday,1,Part One,COMMONWEALTH AVE,42.34835708,-71.13645291,"(42.34835708, -71.13645291)"
I162100572,00301,Robbery,ROBBERY - STREET,B2,183,,2016-12-09 16:00:00,2016,12,Friday,16,Part One,DUDLEY ST,42.31917223,-71.07026435,"(42.31917223, -71.07026435)"
I162100569,00301,Robbery,ROBBERY - STREET,C11,354,,2016-12-09 20:57:00,2016,12,Friday,20,Part One,NEPONSET AVE,42.29593105,-71.05449339,"(42.29593105, -71.05449339)"
I162100554,00301,Robbery,ROBBERY - STREET,B3,469,,2016-12-09 19:11:00,2016,12,Friday,19,Part One,HIAWATHA RD,42.27683754,-71.0952644,"(42.27683754, -71.09526440)"
I162100462,00301,Robbery,ROBBERY - STREET,B2,180,,2016-12-09 13:44:00,2016,12,Friday,13,Part One,GERARD ST,42.3276156,-71.07285692,"(42.32761560, -71.07285692)"
I162100455,00301,Robbery,ROBBERY - STREET,D4,619,,2016-12-07 14:00:00,2016,12,Wednesday,14,Part One,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568, -71.08632016)"
I162100424,00301,Robbery,ROBBERY - STREET,B2,592,,2016-12-09 11:37:00,2016,12,Friday,11,Part One,HYDE PARK AVE,42.2518944,-71.1253531,"(42.25189440, -71.12535310)"
I162100383,00301,Robbery,ROBBERY - STREET,A1,94,,2016-12-09 01:45:00,2016,12,Friday,1,Part One,STATE ST,42.359287,-71.05379102,"(42.35928700, -71.05379102)"
I162100377,00351,Robbery,ROBBERY - BANK,D4,143,,2016-12-09 10:39:00,2016,12,Friday,10,Part One,BELVIDERE ST,42.34578542,-71.08229419,"(42.34578542, -71.08229419)"
I162100339,00301,Robbery,ROBBERY - STREET,A1,78,,2016-12-09 07:03:00,2016,12,Friday,7,Part One,CONGRESS ST,42.36156104,-71.05758234,"(42.36156104, -71.05758234)"
I162100308,00301,Robbery,ROBBERY - STREET,D4,626,,2016-12-08 23:00:00,2016,12,Thursday,23,Part One,JERSEY ST,42.34241899,-71.09678306,"(42.34241899, -71.09678306)"
I162100302,00301,Robbery,ROBBERY - STREET,C11,358,,2016-12-09 00:13:39,2016,12,Friday,0,Part One,VINSON ST,42.29798785,-71.06506647,"(42.29798785, -71.06506647)"
I162100286,00301,Robbery,ROBBERY - STREET,E18,533,,2016-12-08 22:10:00,2016,12,Thursday,22,Part One,READVILLE ST,42.24525124,-71.13465321,"(42.24525124, -71.13465321)"
I162100271,00311,Robbery,ROBBERY - COMMERCIAL,C11,817,,2016-12-08 20:32:00,2016,12,Thursday,20,Part One,DORCHESTER AVE,42.28965221,-71.06321734,"(42.28965221, -71.06321734)"
I162100251,00301,Robbery,ROBBERY - STREET,B2,291,,2016-12-08 20:00:00,2016,12,Thursday,20,Part One,CENTRE ST,42.32955354,-71.09357444,"(42.32955354, -71.09357444)"
I162100193,00301,Robbery,ROBBERY - STREET,B2,308,Y,2016-12-08 17:06:00,2016,12,Thursday,17,Part One,BOWER ST,42.31996758,-71.08715022,"(42.31996758, -71.08715022)"
I162100191,00301,Robbery,ROBBERY - STREET,D4,156,,2016-12-08 17:11:00,2016,12,Thursday,17,Part One,WORCESTER ST,42.33898333,-71.07748706,"(42.33898333, -71.07748706)"
I162100148,00301,Robbery,ROBBERY - STREET,A1,111,,2016-12-08 14:32:00,2016,12,Thursday,14,Part One,TREMONT ST,42.35540738,-71.06312433,"(42.35540738, -71.06312433)"
I162100003,00301,Robbery,ROBBERY - STREET,A1,123,,2016-12-08 05:14:00,2016,12,Thursday,5,Part One,HARRISON AVE,42.34891347,-71.06221241,"(42.34891347, -71.06221241)"
I162099995,00301,Robbery,ROBBERY - STREET,A1,117,,2016-12-08 00:17:00,2016,12,Thursday,0,Part One,LAGRANGE ST,42.35167898,-71.06472472,"(42.35167898, -71.06472472)"
I162099972,00301,Robbery,ROBBERY - STREET,A1,102,,2016-12-07 23:14:00,2016,12,Wednesday,23,Part One,BROMFIELD ST,42.35698857,-71.06084937,"(42.35698857, -71.06084937)"
I162099958,00301,Robbery,ROBBERY - STREET,C6,197,,2016-12-07 22:12:00,2016,12,Wednesday,22,Part One,BAXTER ST,42.33686384,-71.05581792,"(42.33686384, -71.05581792)"
I162099942,00311,Robbery,ROBBERY - COMMERCIAL,B2,263,,2016-12-07 20:23:00,2016,12,Wednesday,20,Part One,BLUE HILL AVE,42.32324394,-71.07642483,"(42.32324394, -71.07642483)"
I162099838,00301,Robbery,ROBBERY - STREET,C11,402,,2016-11-01 22:30:00,2016,11,Tuesday,22,Part One,ASHMONT ST,42.28513497,-71.06673474,"(42.28513497, -71.06673474)"
I162099669,00301,Robbery,ROBBERY - STREET,C11,356,,2016-12-07 00:42:00,2016,12,Wednesday,0,Part One,DORCHESTER AVE,42.30028028,-71.06015261,"(42.30028028, -71.06015261)"
I162099617,00301,Robbery,ROBBERY - STREET,B2,912,,2016-12-06 12:12:00,2016,12,Tuesday,12,Part One,,,,"(0.00000000, 0.00000000)"
I162099616,00301,Robbery,ROBBERY - STREET,, ,,2016-12-06 20:34:00,2016,12,Tuesday,20,Part One,,42.36113581,-71.06696929,"(42.36113581, -71.06696929)"
I162099593,00361,Robbery,ROBBERY - OTHER,A1,94,,2016-12-06 12:00:00,2016,12,Tuesday,12,Part One,NORTH ST,42.36090211,-71.05565561,"(42.36090211, -71.05565561)"
I162099587,00361,Robbery,ROBBERY - OTHER,B2,278,,2016-12-06 18:45:00,2016,12,Tuesday,18,Part One,HARRISON AVE,42.33153805,-71.08015661,"(42.33153805, -71.08015661)"
I162099547,00301,Robbery,ROBBERY - STREET,A7,36,,2016-12-06 17:25:00,2016,12,Tuesday,17,Part One,TRANSPORTATION WAY,42.37160002,-71.02823352,"(42.37160002, -71.02823352)"
