INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I172007715,00311,Robbery,ROBBERY - COMMERCIAL,B2,326,,2017-02-27 14:15:00,2017,2,Monday,14,Part One,ELM HILL PARK,42.31286014,-71.08215899,"(42.31286014, -71.08215899)"
I172007493,00301,Robbery,ROBBERY - STREET,C11,350,,2017-01-28 03:17:00,2017,1,Saturday,3,Part One,DORCHESTER AVE,42.30308131,-71.05945101,"(42.30308131, -71.05945101)"
I172007463,00311,Robbery,ROBBERY - COMMERCIAL,E13,608,,2017-01-28 00:25:00,2017,1,Saturday,0,Part One,HUNTINGTON AVE,42.33186291,-71.1123942,"(42.33186291, -71.11239420)"
I172007455,00301,Robbery,ROBBERY - STREET,B2,180,,2017-01-27 22:29:00,2017,1,Friday,22,Part One,DUNMORE ST,42.32579168,-71.07460835,"(42.32579168, -71.07460835)"
I172007429,00361,Robbery,ROBBERY - OTHER,B2,280,,2017-01-27 17:00:00,2017,1,Friday,17,Part One,DUDLEY ST,42.32883627,-71.08459849,"(42.32883627, -71.08459849)"
I172007409,00301,Robbery,ROBBERY - STREET,B2, ,,2017-01-27 19:07:00,2017,1,Friday,19,Part One,,,,"(0.00000000, 0.00000000)"
I172007375,00301,Robbery,ROBBERY - STREET,A1,109,,2017-01-26 23:45:00,2017,1,Thursday,23,Part One,HIGH ST,42.35649296,-71.05259107,"(42.35649296, -71.05259107)"
I172007223,00361,Robbery,ROBBERY - OTHER,B3,449,,2017-01-27 01:00:00,2017,1,Friday,1,Part One,WHEATLAND AVE,42.29309427,-71.07498795,"(42.29309427, -71.07498795)"
I172007223,00301,Robbery,ROBBERY - STREET,B3,449,,2017-01-27 01:00:00,2017,1,Friday,1,Part One,WHEATLAND AVE,42.29309427,-71.07498795,"(42.29309427, -71.07498795)"
I172007034,00361,Robbery,ROBBERY - OTHER,A15,58,,2017-01-26 16:21:00,2017,1,Thursday,16,Part One,AUSTIN ST,42.37507158,-71.06517497,"(42.37507158, -71.06517497)"
I172007024,00301,Robbery,ROBBERY - STREET,B3,430,,2017-01-26 15:44:00,2017,1,Thursday,15,Part One,BLUE HILL AVE,42.28689263,-71.09047753,"(42.28689263, -71.09047753)"
I172007006,00301,Robbery,ROBBERY - STREET,D4, ,,2017-01-26 14:40:00,2017,1,Thursday,14,Part One,,,,"(0.00000000, 0.00000000)"
I172006834,00301,Robbery,ROBBERY - STREET,D4,161,,2017-01-25 21:14:00,2017,1,Wednesday,21,Part One,SHAWMUT AVE,42.34622511,-71.06611417,"(42.34622511, -71.06611417)"
I172006831,00301,Robbery,ROBBERY - STREET,B2,238,,2017-01-25 21:47:00,2017,1,Wednesday,21,Part One,DUDLEY ST,42.31768581,-71.06656219,"(42.31768581, -71.06656219)"
I172006762,00301,Robbery,ROBBERY - STREET,D4,138,,2017-01-25 16:45:00,2017,1,Wednesday,16,Part One,DARTMOUTH ST,42.35029374,-71.07744671,"(42.35029374, -71.07744671)"
I172006571,00301,Robbery,ROBBERY - STREET,A1, ,,2017-01-25 04:42:00,2017,1,Wednesday,4,Part One,,,,"(0.00000000, 0.00000000)"
I172006528,00301,Robbery,ROBBERY - STREET,B3,476,,2017-01-24 19:15:00,2017,1,Tuesday,19,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I172006456,00301,Robbery,ROBBERY - STREET,E13,912,,2017-01-24 16:56:00,2017,1,Tuesday,16,Part One,PARKER ST,42.32469443,-71.10087902,"(42.32469443, -71.10087902)"
I172006345,00351,Robbery,ROBBERY - BANK,A1,123,,2017-01-24 11:18:00,2017,1,Tuesday,11,Part One,KNEELAND ST,42.35070525,-71.06185179,"(42.35070525, -71.06185179)"
I172006318,00301,Robbery,ROBBERY - STREET,B2,320,,2017-01-24 10:16:00,2017,1,Tuesday,10,Part One,CRAWFORD ST,42.31096953,-71.08461836,"(42.31096953, -71.08461836)"
I172006241,00301,Robbery,ROBBERY - STREET,B3,469,Y,2017-01-23 21:43:00,2017,1,Monday,21,Part One,WALK HILL ST,42.28082671,-71.09754718,"(42.28082671, -71.09754718)"
I172006115,00351,Robbery,ROBBERY - BANK,E13,642,,2017-01-23 16:17:00,2017,1,Monday,16,Part One,CENTRE ST,42.31193403,-71.1142909,"(42.31193403, -71.11429090)"
I172005901,00301,Robbery,ROBBERY - STREET,B2,614,,2017-01-22 18:30:00,2017,1,Sunday,18,Part One,BROOKLINE AVE,42.34145645,-71.1045947,"(42.34145645, -71.10459470)"
I172005876,00361,Robbery,ROBBERY - OTHER,B2,324,,2017-01-20 02:00:00,2017,1,Friday,2,Part One,DANUBE ST,42.31743922,-71.07547845,"(42.31743922, -71.07547845)"
I172005862,00361,Robbery,ROBBERY - OTHER,A15,900,,2017-01-22 17:17:00,2017,1,Sunday,17,Part One,O'MEARA CT,42.3788754,-71.05846328,"(42.37887540, -71.05846328)"
I172005813,00361,Robbery,ROBBERY - OTHER,C6,915,,2017-01-22 14:36:00,2017,1,Sunday,14,Part One,E EIGHTH ST,42.33178053,-71.04941451,"(42.33178053, -71.04941451)"
I172005800,00361,Robbery,ROBBERY - OTHER,E13,906,,2017-01-22 13:59:00,2017,1,Sunday,13,Part One,BICKFORD ST,42.32597067,-71.10134303,"(42.32597067, -71.10134303)"
I172005784,00301,Robbery,ROBBERY - STREET,A1,102,,2017-01-22 02:10:00,2017,1,Sunday,2,Part One,TREMONT ST,42.35637531,-71.06213513,"(42.35637531, -71.06213513)"
I172005774,00301,Robbery,ROBBERY - STREET,B2,304,,2017-01-22 11:56:00,2017,1,Sunday,11,Part One,WEAVER WAY,42.32140611,-71.09596829,"(42.32140611, -71.09596829)"
I172005774,00361,Robbery,ROBBERY - OTHER,B2,304,,2017-01-22 11:56:00,2017,1,Sunday,11,Part One,WEAVER WAY,42.32140611,-71.09596829,"(42.32140611, -71.09596829)"
I172005718,00361,Robbery,ROBBERY - OTHER,B2,568,,2017-01-22 03:31:00,2017,1,Sunday,3,Part One,SEAVER ST,42.3087031,-71.09062267,"(42.30870310, -71.09062267)"
I172005693,00301,Robbery,ROBBERY - STREET,A1, ,,2017-01-22 01:15:00,2017,1,Sunday,1,Part One,,,,"(0.00000000, 0.00000000)"
I172005685,00381,Robbery,ROBBERY - CAR JACKING,B3,469,,2017-01-21 23:55:00,2017,1,Saturday,23,Part One,TENNIS RD,42.27615691,-71.09550303,"(42.27615691, -71.09550303)"
I172005616,00301,Robbery,ROBBERY - STREET,A1,111,,2017-01-21 18:42:00,2017,1,Saturday,18,Part One,TREMONT ST,42.35594239,-71.06258333,"(42.35594239, -71.06258333)"
I172005544,00311,Robbery,ROBBERY - COMMERCIAL,C11,397,,2017-01-21 13:29:00,2017,1,Saturday,13,Part One,WELLES AVE,42.28913782,-71.06675165,"(42.28913782, -71.06675165)"
I172005541,00351,Robbery,ROBBERY - BANK,E13,643,,2017-01-21 13:32:00,2017,1,Saturday,13,Part One,CENTRE ST,42.31127465,-71.11448366,"(42.31127465, -71.11448366)"
I172005478,00301,Robbery,ROBBERY - STREET,A1,116,,2017-01-21 08:56:00,2017,1,Saturday,8,Part One,HARRISON AVE,42.35072817,-71.06147614,"(42.35072817, -71.06147614)"
I172005433,00301,Robbery,ROBBERY - STREET,A1, ,,2017-01-21 01:42:00,2017,1,Saturday,1,Part One,,,,"(0.00000000, 0.00000000)"
I172005417,00301,Robbery,ROBBERY - STREET,A1,90,,2017-01-21 01:20:00,2017,1,Saturday,1,Part One,COMMERCIAL ST,42.36579076,-71.05116185,"(42.36579076, -71.05116185)"
I172005372,00301,Robbery,ROBBERY - STREET,A1,124,,2017-01-20 20:00:00,2017,1,Friday,20,Part One,HARRISON AVE,42.34817525,-71.06249878,"(42.34817525, -71.06249878)"
I172005353,00311,Robbery,ROBBERY - COMMERCIAL,E18,485,,2017-01-20 18:18:00,2017,1,Friday,18,Part One,RIVER ST,42.26506439,-71.09926488,"(42.26506439, -71.09926488)"
I172005336,00301,Robbery,ROBBERY - STREET,C6, ,,2017-01-20 17:41:00,2017,1,Friday,17,Part One,,,,"(0.00000000, 0.00000000)"
I172005144,00361,Robbery,ROBBERY - OTHER,B2,279,,2017-01-20 02:20:00,2017,1,Friday,2,Part One,DEARBORN ST,42.32893451,-71.0791325,"(42.32893451, -71.07913250)"
I172005140,00381,Robbery,ROBBERY - CAR JACKING,B2,318,,2017-01-20 01:40:00,2017,1,Friday,1,Part One,HOMESTEAD ST,42.31127726,-71.08909334,"(42.31127726, -71.08909334)"
I172005110,00311,Robbery,ROBBERY - COMMERCIAL,B3,465,,2017-01-19 20:43:00,2017,1,Thursday,20,Part One,BLUE HILL AVE,42.29012204,-71.08964896,"(42.29012204, -71.08964896)"
I172005083,00311,Robbery,ROBBERY - COMMERCIAL,B2,316,,2017-01-19 20:22:00,2017,1,Thursday,20,Part One,HUMBOLDT AVE,42.31283412,-71.08974712,"(42.31283412, -71.08974712)"
I172005051,00311,Robbery,ROBBERY - COMMERCIAL,E13,606,,2017-01-19 18:43:00,2017,1,Thursday,18,Part One,S HUNTINGTON AVE,42.33136931,-71.11185116,"(42.33136931, -71.11185116)"
I172005031,00301,Robbery,ROBBERY - STREET,A1,120,,2017-01-19 15:53:00,2017,1,Thursday,15,Part One,PARK PLZ,42.35162789,-71.0686641,"(42.35162789, -71.06866410)"
I172004999,00361,Robbery,ROBBERY - OTHER,B3,437,,2017-01-19 14:17:00,2017,1,Thursday,14,Part One,TALBOT AVE,42.29041538,-71.07269542,"(42.29041538, -71.07269542)"
I172004999,00351,Robbery,ROBBERY - BANK,B3,437,,2017-01-19 14:17:00,2017,1,Thursday,14,Part One,TALBOT AVE,42.29041538,-71.07269542,"(42.29041538, -71.07269542)"
I172004988,00311,Robbery,ROBBERY - COMMERCIAL,E18,503,,2017-01-19 14:40:00,2017,1,Thursday,14,Part One,AMERICAN LEGION HWY,42.28446743,-71.11183089,"(42.28446743, -71.11183089)"
I172004978,00301,Robbery,ROBBERY - STREET,B2,279,,2017-01-18 18:00:00,2017,1,Wednesday,18,Part One,DUDLEY ST,42.328597,-71.08274741,"(42.32859700, -71.08274741)"
I172004824,00311,Robbery,ROBBERY - COMMERCIAL,B3,427,,2017-01-18 21:50:00,2017,1,Wednesday,21,Part One,BLUE HILL AVE,42.27968299,-71.09286048,"(42.27968299, -71.09286048)"
I172004771,00301,Robbery,ROBBERY - STREET,C11,347,,2017-01-18 17:28:00,2017,1,Wednesday,17,Part One,ADAMS ST,42.30636118,-71.06195361,"(42.30636118, -71.06195361)"
I172004769,00301,Robbery,ROBBERY - STREET,A15,900,,2017-01-18 17:00:00,2017,1,Wednesday,17,Part One,BUNKER HILL ST,42.37736388,-71.05791376,"(42.37736388, -71.05791376)"
I172004719,00301,Robbery,ROBBERY - STREET,D4,620,,2017-01-18 15:30:00,2017,1,Wednesday,15,Part One,BURBANK ST,42.34460885,-71.08973287,"(42.34460885, -71.08973287)"
I172004668,00381,Robbery,ROBBERY - CAR JACKING,B2, ,,2017-01-18 12:03:00,2017,1,Wednesday,12,Part One,,,,"(0.00000000, 0.00000000)"
I172004516,00311,Robbery,ROBBERY - COMMERCIAL,B3,443,,2017-01-17 20:08:00,2017,1,Tuesday,20,Part One,HARVARD ST,42.29648008,-71.08001594,"(42.29648008, -71.08001594)"
I172004429,00311,Robbery,ROBBERY - COMMERCIAL,B3,457,,2017-01-17 15:54:00,2017,1,Tuesday,15,Part One,BLUE HILL AVE,42.30082268,-71.08589873,"(42.30082268, -71.08589873)"
I172004427,00301,Robbery,ROBBERY - STREET,E13,581,,2017-01-17 14:55:00,2017,1,Tuesday,14,Part One,CENTRE ST,42.32284485,-71.10384777,"(42.32284485, -71.10384777)"
I172004381,00311,Robbery,ROBBERY - COMMERCIAL,C11,363,,2017-01-17 13:15:00,2017,1,Tuesday,13,Part One,DORCHESTER AVE,42.29244248,-71.06243605,"(42.29244248, -71.06243605)"
I172004322,00351,Robbery,ROBBERY - BANK,A1,102,,2017-01-17 10:10:00,2017,1,Tuesday,10,Part One,TREMONT ST,42.35768645,-71.06075134,"(42.35768645, -71.06075134)"
I172004289,00311,Robbery,ROBBERY - COMMERCIAL,A1,115,,2017-01-17 05:58:00,2017,1,Tuesday,5,Part One,ATLANTIC AVE,42.35160937,-71.05600201,"(42.35160937, -71.05600201)"
I172004242,00311,Robbery,ROBBERY - COMMERCIAL,C11,365,,2017-01-16 20:19:00,2017,1,Monday,20,Part One,DORCHESTER AVE,42.29025219,-71.06304942,"(42.29025219, -71.06304942)"
I172004188,00301,Robbery,ROBBERY - STREET,A1,103,,2017-01-16 17:56:00,2017,1,Monday,17,Part One,SCHOOL ST,42.35774054,-71.05956789,"(42.35774054, -71.05956789)"
I172004153,00301,Robbery,ROBBERY - STREET,A7,31,,2017-01-16 15:45:00,2017,1,Monday,15,Part One,BREMEN ST,42.37536635,-71.03135264,"(42.37536635, -71.03135264)"
I172004072,00301,Robbery,ROBBERY - STREET,D4,597,,2017-01-16 09:39:00,2017,1,Monday,9,Part One,COLUMBUS AVE,42.34044735,-71.08188142,"(42.34044735, -71.08188142)"
I172004037,00361,Robbery,ROBBERY - OTHER,C11,450,,2017-01-16 03:38:00,2017,1,Monday,3,Part One,WASHINGTON ST,42.29212974,-71.07175746,"(42.29212974, -71.07175746)"
I172004010,00301,Robbery,ROBBERY - STREET,A1,117,,2017-01-15 22:19:00,2017,1,Sunday,22,Part One,BEACH ST,42.35146761,-71.06217219,"(42.35146761, -71.06217219)"
I172004003,00311,Robbery,ROBBERY - COMMERCIAL,C11,398,,2017-01-15 21:46:00,2017,1,Sunday,21,Part One,WASHINGTON ST,42.28873871,-71.07112627,"(42.28873871, -71.07112627)"
I172003996,00311,Robbery,ROBBERY - COMMERCIAL,B3,476,,2017-01-15 20:54:00,2017,1,Sunday,20,Part One,BLUE HILL AVE,42.26817397,-71.09387677,"(42.26817397, -71.09387677)"
I172003972,00301,Robbery,ROBBERY - STREET,B2,304,,2017-01-15 18:16:00,2017,1,Sunday,18,Part One,WEAVER WAY,42.32140611,-71.09596829,"(42.32140611, -71.09596829)"
I172003942,00301,Robbery,ROBBERY - STREET,A1,103,,2017-01-15 03:30:00,2017,1,Sunday,3,Part One,PROVINCE ST,42.3569303,-71.06005008,"(42.35693030, -71.06005008)"
I172003883,00301,Robbery,ROBBERY - STREET,E18,485,,2017-01-15 11:39:00,2017,1,Sunday,11,Part One,RECTOR RD,42.26594545,-71.10027955,"(42.26594545, -71.10027955)"
I172003825,00301,Robbery,ROBBERY - STREET,B3,444,,2017-01-15 02:11:00,2017,1,Sunday,2,Part One,AMERICAN LEGION HWY,42.29817919,-71.08692159,"(42.29817919, -71.08692159)"
I172003799,00311,Robbery,ROBBERY - COMMERCIAL,B2,315,,2017-01-15 00:11:00,2017,1,Sunday,0,Part One,HUMBOLDT AVE,42.31521134,-71.08783592,"(42.31521134, -71.08783592)"
I172003767,00301,Robbery,ROBBERY - STREET,D4,159,,2017-01-14 20:30:00,2017,1,Saturday,20,Part One,W DEDHAM ST,42.34186765,-71.07272215,"(42.34186765, -71.07272215)"
I172003752,00311,Robbery,ROBBERY - COMMERCIAL,B2,586,,2017-01-14 19:19:04,2017,1,Saturday,19,Part One,HILLSIDE ST,42.3304334,-71.10268549,"(42.33043340, -71.10268549)"
I172003545,00311,Robbery,ROBBERY - COMMERCIAL,E13,510,,2017-01-13 20:50:00,2017,1,Friday,20,Part One,WASHINGTON ST,42.30055518,-71.11312439,"(42.30055518, -71.11312439)"
I172003502,00381,Robbery,ROBBERY - CAR JACKING,C11,334,,2017-01-13 18:15:00,2017,1,Friday,18,Part One,CLARKSON ST,42.30931554,-71.06608501,"(42.30931554, -71.06608501)"
I172003465,00311,Robbery,ROBBERY - COMMERCIAL,B3,469,,2017-01-13 16:45:00,2017,1,Friday,16,Part One,WALK HILL ST,42.28082671,-71.09754718,"(42.28082671, -71.09754718)"
I172003293,00301,Robbery,ROBBERY - STREET,A1,123,,2017-01-13 05:53:00,2017,1,Friday,5,Part One,WASHINGTON ST,,,"(0.00000000, 0.00000000)"
I172003239,00311,Robbery,ROBBERY - COMMERCIAL,E18,493,,2017-01-12 21:00:00,2017,1,Thursday,21,Part One,RIVER ST,42.26194848,-71.10971613,"(42.26194848, -71.10971613)"
I172003184,00381,Robbery,ROBBERY - CAR JACKING,C11,357,,2017-01-12 14:48:00,2017,1,Thursday,14,Part One,GENEVA AVE,42.29947527,-71.0647833,"(42.29947527, -71.06478330)"
I172003184,00361,Robbery,ROBBERY - OTHER,C11,357,,2017-01-12 14:48:00,2017,1,Thursday,14,Part One,GENEVA AVE,42.29947527,-71.0647833,"(42.29947527, -71.06478330)"
I172003170,00301,Robbery,ROBBERY - STREET,A1,77,,2017-01-12 17:15:00,2017,1,Thursday,17,Part One,HAWKINS ST,42.36184193,-71.06074078,"(42.36184193, -71.06074078)"
I172003155,00301,Robbery,ROBBERY - STREET,E13,579,,2017-01-12 16:41:00,2017,1,Thursday,16,Part One,CHESTNUT AVE,42.32155229,-71.10244044,"(42.32155229, -71.10244044)"
I172003081,00311,Robbery,ROBBERY - COMMERCIAL,B2,330,,2017-01-12 11:19:00,2017,1,Thursday,11,Part One,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)"
I172003068,00361,Robbery,ROBBERY - OTHER,D4,165,,2017-01-12 10:48:00,2017,1,Thursday,10,Part One,HARRISON AVE,42.34285014,-71.06516235,"(42.34285014, -71.06516235)"
I172003060,00301,Robbery,ROBBERY - STREET,A1,101,,2017-01-12 02:45:00,2017,1,Thursday,2,Part One,STATE ST,42.35942556,-71.05288819,"(42.35942556, -71.05288819)"
I172003058,00301,Robbery,ROBBERY - STREET,B3,426,,2017-01-12 10:47:00,2017,1,Thursday,10,Part One,BLUE HILL AVE,42.26909851,-71.09361458,"(42.26909851, -71.09361458)"
I172002995,00301,Robbery,ROBBERY - STREET,D4,130,,2017-01-12 01:58:00,2017,1,Thursday,1,Part One,DARTMOUTH ST,42.34762277,-71.07606735,"(42.34762277, -71.07606735)"
I172002882,00361,Robbery,ROBBERY - OTHER,C11,364,,2017-01-11 17:10:00,2017,1,Wednesday,17,Part One,ADAMS ST,42.2944367,-71.05661774,"(42.29443670, -71.05661774)"
I172002839,00301,Robbery,ROBBERY - STREET,B2,267,,2017-01-11 14:05:00,2017,1,Wednesday,14,Part One,DUDLEY ST,42.32643963,-71.07577308,"(42.32643963, -71.07577308)"
I172002691,00361,Robbery,ROBBERY - OTHER,D4,627,,2017-01-10 22:36:00,2017,1,Tuesday,22,Part One,BOYLSTON ST,42.34442266,-71.09833083,"(42.34442266, -71.09833083)"
I172002679,00361,Robbery,ROBBERY - OTHER,D4,937,,2017-01-10 21:30:00,2017,1,Tuesday,21,Part One,BRANNON-HARRIS WAY,42.3363113,-71.08013104,"(42.33631130, -71.08013104)"
I172002663,00301,Robbery,ROBBERY - STREET,A7,20,,2017-01-10 20:01:00,2017,1,Tuesday,20,Part One,BROOKS ST,42.37576714,-71.03196202,"(42.37576714, -71.03196202)"
I172002576,00361,Robbery,ROBBERY - OTHER,A7,17,,2017-01-10 15:34:00,2017,1,Tuesday,15,Part One,BENNINGTON ST,42.37900759,-71.02790689,"(42.37900759, -71.02790689)"
I172002568,00351,Robbery,ROBBERY - BANK,A1,72,,2017-01-10 14:49:00,2017,1,Tuesday,14,Part One,CAMBRIDGE ST,42.36109742,-71.06206081,"(42.36109742, -71.06206081)"
I172002429,00371,Robbery,ROBBERY - HOME INVASION,C6,913,,2017-01-09 23:08:00,2017,1,Monday,23,Part One,WESTWIND RD,42.320681,-71.0426959,"(42.32068100, -71.04269590)"
I172002409,00301,Robbery,ROBBERY - STREET,D4,136,,2017-01-09 21:42:00,2017,1,Monday,21,Part One,MARLBOROUGH ST,42.35196813,-71.08200943,"(42.35196813, -71.08200943)"
I172002403,00311,Robbery,ROBBERY - COMMERCIAL,E5,563,,2017-01-09 20:21:00,2017,1,Monday,20,Part One,WASHINGTON ST,42.28915799,-71.12522353,"(42.28915799, -71.12522353)"
I172002128,00311,Robbery,ROBBERY - COMMERCIAL,C11,357,,2017-01-08 23:09:00,2017,1,Sunday,23,Part One,WASHINGTON ST,42.29855898,-71.07307742,"(42.29855898, -71.07307742)"
I172002108,00301,Robbery,ROBBERY - STREET,A7,4,,2017-01-08 20:45:00,2017,1,Sunday,20,Part One,ANNAVOY ST,42.38345198,-70.99785225,"(42.38345198, -70.99785225)"
I172002095,00301,Robbery,ROBBERY - STREET,B2,320,,2017-01-08 19:52:00,2017,1,Sunday,19,Part One,ELM HILL AVE,42.31052866,-71.08671835,"(42.31052866, -71.08671835)"
I172001984,00311,Robbery,ROBBERY - COMMERCIAL,B3,432,,2017-01-08 11:04:00,2017,1,Sunday,11,Part One,WOODROW AVE,42.28783644,-71.08101039,"(42.28783644, -71.08101039)"
I172001921,00301,Robbery,ROBBERY - STREET,A1,103,,2017-01-08 00:12:00,2017,1,Sunday,0,Part One,TREMONT ST,42.3572734,-71.0611658,"(42.35727340, -71.06116580)"
I172001900,00301,Robbery,ROBBERY - STREET,D4,162,,2017-01-07 20:35:00,2017,1,Saturday,20,Part One,WASHINGTON ST,42.34573301,-71.06485053,"(42.34573301, -71.06485053)"
I172001891,00311,Robbery,ROBBERY - COMMERCIAL,B2,603,,2017-01-07 19:20:00,2017,1,Saturday,19,Part One,TREMONT ST,42.33332581,-71.10232464,"(42.33332581, -71.10232464)"
I172001874,00301,Robbery,ROBBERY - STREET,D4,156,,2017-01-07 18:16:00,2017,1,Saturday,18,Part One,TREMONT ST,42.34010961,-71.0788244,"(42.34010961, -71.07882440)"
I172001854,00311,Robbery,ROBBERY - COMMERCIAL,A7,24,,2017-01-07 15:54:00,2017,1,Saturday,15,Part One,MERIDIAN ST,42.37996489,-71.03923314,"(42.37996489, -71.03923314)"
I172001672,00301,Robbery,ROBBERY - STREET,E13,508,,2017-01-06 21:15:00,2017,1,Friday,21,Part One,HYDE PARK AVE,42.29321264,-71.11755983,"(42.29321264, -71.11755983)"
I172001609,00301,Robbery,ROBBERY - STREET,B2,302,,2017-01-06 17:51:00,2017,1,Friday,17,Part One,RITCHIE ST,42.32235115,-71.09784145,"(42.32235115, -71.09784145)"
I172001604,00301,Robbery,ROBBERY - STREET,C11,359,,2017-01-06 18:35:00,2017,1,Friday,18,Part One,PARK ST,42.29685211,-71.06702258,"(42.29685211, -71.06702258)"
I172001516,00301,Robbery,ROBBERY - STREET,D4,273,,2016-06-04 01:00:00,2016,6,Saturday,1,Part One,MASSACHUSETTS AVE,42.33928728,-71.08032619,"(42.33928728, -71.08032619)"
I172001492,00311,Robbery,ROBBERY - COMMERCIAL,C11,341,,2017-01-05 22:20:00,2017,1,Thursday,22,Part One,BOWDOIN ST,42.30609356,-71.0671857,"(42.30609356, -71.06718570)"
I172001479,00301,Robbery,ROBBERY - STREET,B2, ,,2017-01-04 14:45:00,2017,1,Wednesday,14,Part One,SAINT JAMES ST,,,"(0.00000000, 0.00000000)"
I172001449,00351,Robbery,ROBBERY - BANK,C11,388,,2017-01-06 10:05:00,2017,1,Friday,10,Part One,DORCHESTER AVE,42.27357721,-71.0677043,"(42.27357721, -71.06770430)"
I172001382,00301,Robbery,ROBBERY - STREET,C11,257,,2017-01-05 23:39:00,2017,1,Thursday,23,Part One,TREMONT ST,42.356585,-71.06189505,"(42.35658500, -71.06189505)"
I172001361,00311,Robbery,ROBBERY - COMMERCIAL,D4,273,,2017-01-05 21:37:00,2017,1,Thursday,21,Part One,MASSACHUSETTS AVE,42.3368915,-71.077551,"(42.33689150, -71.07755100)"
I172001312,00301,Robbery,ROBBERY - STREET,A1,124,,2017-01-05 19:21:00,2017,1,Thursday,19,Part One,HARRISON AVE,42.34817525,-71.06249878,"(42.34817525, -71.06249878)"
I172001290,00301,Robbery,ROBBERY - STREET,D4,128,,2017-01-05 17:58:00,2017,1,Thursday,17,Part One,CLARENDON ST,42.34854636,-71.07416609,"(42.34854636, -71.07416609)"
I172001103,00301,Robbery,ROBBERY - STREET,A1,102,,2017-01-05 03:24:00,2017,1,Thursday,3,Part One,WINTER ST,42.35602373,-71.06177615,"(42.35602373, -71.06177615)"
I172001054,00301,Robbery,ROBBERY - STREET,A1,117,,2017-01-04 20:51:00,2017,1,Wednesday,20,Part One,WASHINGTON ST,42.35213476,-71.06266757,"(42.35213476, -71.06266757)"
I172000927,00351,Robbery,ROBBERY - BANK,C6,191,,2017-01-04 13:56:00,2017,1,Wednesday,13,Part One,SOUTHAMPTON ST,42.32962107,-71.05763827,"(42.32962107, -71.05763827)"
I172000897,00371,Robbery,ROBBERY - HOME INVASION,C11,361,,2017-01-04 12:58:00,2017,1,Wednesday,12,Part One,DAYTON ST,42.29335822,-71.06529054,"(42.29335822, -71.06529054)"
I172000842,00301,Robbery,ROBBERY - STREET,E13,510,,2017-01-03 14:00:00,2017,1,Tuesday,14,Part One,WASHINGTON ST,42.30055518,-71.11312439,"(42.30055518, -71.11312439)"
I172000802,00311,Robbery,ROBBERY - COMMERCIAL,B3,427,,2017-01-03 21:30:00,2017,1,Tuesday,21,Part One,BLUE HILL AVE,42.27653731,-71.0933951,"(42.27653731, -71.09339510)"
I172000748,00311,Robbery,ROBBERY - COMMERCIAL,C11,397,,2017-01-03 20:35:00,2017,1,Tuesday,20,Part One,WELLES AVE,42.28913782,-71.06675165,"(42.28913782, -71.06675165)"
I172000707,00301,Robbery,ROBBERY - STREET,C11,351,,2017-01-01 03:00:00,2017,1,Sunday,3,Part One,ADAMS ST,42.29963709,-71.05851176,"(42.29963709, -71.05851176)"
I172000673,00311,Robbery,ROBBERY - COMMERCIAL,A7,23,,2017-01-03 16:36:00,2017,1,Tuesday,16,Part One,LEXINGTON ST,42.37826778,-71.03601677,"(42.37826778, -71.03601677)"
I172000628,00351,Robbery,ROBBERY - BANK,C11,381,,2017-01-03 14:05:00,2017,1,Tuesday,14,Part One,GALLIVAN BLVD,42.28512354,-71.04405667,"(42.28512354, -71.04405667)"
I172000548,00351,Robbery,ROBBERY - BANK,E13,635,,2017-01-03 08:53:00,2017,1,Tuesday,8,Part One,CENTRE ST,42.3176879,-71.11292384,"(42.31768790, -71.11292384)"
I172000510,00361,Robbery,ROBBERY - OTHER,A7,28,,2017-01-03 01:07:00,2017,1,Tuesday,1,Part One,CHELSEA ST,42.37102581,-71.03746759,"(42.37102581, -71.03746759)"
I172000357,00311,Robbery,ROBBERY - COMMERCIAL,B2,330,,2017-01-02 13:17:00,2017,1,Monday,13,Part One,BLUE HILL AVE,42.3043395,-71.08477887,"(42.30433950, -71.08477887)"
I172000354,00381,Robbery,ROBBERY - CAR JACKING,B2, ,,2017-01-02 12:58:00,2017,1,Monday,12,Part One,,,,"(0.00000000, 0.00000000)"
I172000290,00301,Robbery,ROBBERY - STREET,B3,463,,2017-01-02 08:05:00,2017,1,Monday,8,Part One,FRANKLIN HILL AVE,42.29421629,-71.08884654,"(42.29421629, -71.08884654)"
I172000257,00301,Robbery,ROBBERY - STREET,A1,111,,2017-01-02 00:15:00,2017,1,Monday,0,Part One,BOYLSTON ST,,,"(0.00000000, 0.00000000)"
I172000236,00311,Robbery,ROBBERY - COMMERCIAL,B2,329,,2017-01-01 21:50:00,2017,1,Sunday,21,Part One,BLUE HILL AVE,42.30989454,-71.08231854,"(42.30989454, -71.08231854)"
I172000233,00301,Robbery,ROBBERY - STREET,B2,288,,2017-01-01 21:29:00,2017,1,Sunday,21,Part One,MALCOLM X BLVD,42.328876,-71.085139,"(42.32887600, -71.08513900)"
